name,source,page,srd,category,cr,size,ac,hp_average,hp_formula,hit_dice,passive,str,dex,con,int,wis,cha,can_hover,can_fly,can_burrow,speed_walk,speed_fly,speed_swim,speed_climb,speed_burrow,save_con,save_int,save_wis,save_dex,save_cha,save_str,resist_fire,resist_cold,resist_lightning,resist_acid,resist_thunder,resist_poison,resist_necrotic,resist_radiant,resist_force,resist_psychic,resist_bludgeoning,resist_piercing,resist_slashing,resist_nonmagical_attacks,resist_nonmagical_attacks_not_silvered,resist_nonmagical_attacks_not_adamantine,immune_fire,immune_cold,immune_lightning,immune_acid,immune_thunder,immune_poison,immune_necrotic,immune_radiant,immune_force,immune_psychic,immune_bludgeoning,immune_piercing,immune_slashing,immune_nonmagical_attacks,immune_nonmagical_attacks_not_silvered,immune_nonmagical_attacks_not_adamantine,conditionImmune_charmed,conditionImmune_exhaustion,conditionImmune_frightened,conditionImmune_paralyzed,conditionImmune_poisoned,conditionImmune_grappled,conditionImmune_petrified,conditionImmune_prone,conditionImmune_restrained,conditionImmune_unconscious,conditionImmune_blinded,conditionImmune_deafened,conditionImmune_stunned,conditionInflict_charmed,conditionInflict_exhaustion,conditionInflict_frightened,conditionInflict_paralyzed,conditionInflict_poisoned,conditionInflict_grappled,conditionInflict_petrified,conditionInflict_prone,conditionInflict_restrained,conditionInflict_unconscious,conditionInflict_blinded,conditionInflict_deafened,conditionInflict_stunned,traitTags_Amphibious,traitTags_Keen Senses,traitTags_Legendary Resistances,traitTags_Magic Resistance,traitTags_Pounce,traitTags_Magic Weapons,traitTags_Antimagic Susceptibility,traitTags_False Appearance,traitTags_Sneak Attack,traitTags_Illumination,traitTags_Pack Tactics,traitTags_Death Burst,traitTags_Incorporeal Movement,traitTags_Devil's Sight,traitTags_Reckless,traitTags_Undead Fortitude,traitTags_Amorphous,traitTags_Spider Climb,traitTags_Regeneration,traitTags_Charge,traitTags_Brute,traitTags_Damage Absorption,traitTags_Immutable Form,traitTags_Light Sensitivity,traitTags_Turn Immunity,traitTags_Hold Breath,traitTags_Shapechanger,traitTags_Ambusher,traitTags_Fey Ancestry,traitTags_Sunlight Sensitivity,traitTags_Web Walker,traitTags_Siege Monster,traitTags_Web Sense,traitTags_Rejuvenation,traitTags_Flyby,traitTags_Turn Resistance,traitTags_Rampage,traitTags_Water Breathing,traitTags_Spell Immunity,traitTags_Aggressive,atk1_type,atk1_tohit,atk1_avg_dmg,atk1_dmg_roll,atk1_reach,atk1_range,atk2_type,atk2_tohit,atk2_avg_dmg,atk2_dmg_roll,atk2_reach,atk2_range,atk3_type,atk3_tohit,atk3_avg_dmg,atk3_dmg_roll,atk3_reach,atk3_range,spellcasting_Spellcasting,spellcasting_Innate Spellcasting,spellcasting_level,spellcasting_dc,spellcasting_atk,innate_spellcasting_dc,innate_spellcasting_atk,senseTags_SD,senseTags_D,senseTags_B,senseTags_U,senseTags_T,skill_perception,skill_history,skill_stealth,skill_medicine,skill_religion,skill_persuasion,skill_insight,skill_deception,skill_arcana,skill_athletics,skill_acrobatics,skill_survival,skill_intimidation,skill_investigation,skill_nature,skill_performance,skill_sleight of hand,skill_animal handling
Guardian Naga,MM,234,1,monstrosity,10,L,18,127,15d10 + 45,15,14,19,18,16,16,19,18,0,0,0,40,0,0,0,0,7,7,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,mw,8,8,1d8 + 4,10,NA,rw,8,NA,"{@atk rw} {@hit 8} to hit, range 15/30 ft., one creature. {@h}The target must make a {@dc 15} Constitution saving throw, taking 45 ({@damage 10d8}) poison damage on a failed save, or half as much damage on a successful one.",NA,15,NA,NA,NA,NA,NA,NA,1,0,1,16,8,0,0,0,1,0,0,0,4,3,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,NA
Gynosphinx,MM,282,1,monstrosity,11,L,17,136,16d10 + 48,16,18,18,15,16,18,18,18,0,1,0,40,60,0,0,0,3,4,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,13,2d8 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9,16,8,0,0,0,0,0,1,0,8,12,2,4,8,4,4,4,12,4,2,4,4,4,4,4,2,NA
Half-Ogre (Ogrillon),MM,238,0,giant,1,L,12,30,4d10 + 8,4,9,17,10,14,7,9,10,0,0,0,30,0,0,0,0,2,-2,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,12,2d8 + 3,5,NA,"mw,rw",5,10,2d6 + 3,5,30,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,-1,-2,0,-1,-2,0,-1,0,-2,3,0,-1,0,-2,-2,0,0,NA
Half-Red Dragon Veteran,MM,180,1,humanoid,5,M,18,65,10d8 + 20,10,12,16,13,14,10,11,10,0,0,0,30,0,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,7,1d8 + 3,5,NA,mw,5,6,1d6 + 3,5,NA,rw,3,6,1d10 + 1,NA,100,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,1,NA
Harpy,MM,181,1,monstrosity,1,M,11,38,7d8 + 7,7,10,12,13,12,7,10,13,0,1,0,20,40,0,0,0,1,-2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,3,6,2d4 + 1,5,NA,mw,3,3,1d4 + 1,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,-2,1,0,1,-2,1,1,0,1,-2,-2,1,1,NA
Hawk,MM,330,1,beast,0,T,13,1,1d4 - 1,1 - 1,14,5,16,8,2,14,6,0,1,0,10,60,0,0,0,-1,-4,2,3,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,1,1d1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,3,2,-4,-2,2,-2,-4,-3,3,2,-2,-4,-4,-2,3,NA
Hell Hound,MM,182,1,fiend,3,M,15,45,7d8 + 14,7,15,17,12,14,6,13,6,0,0,0,50,0,0,0,0,2,-2,1,1,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,7,1d8 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,5,-2,1,1,-2,-2,1,-2,-2,3,1,1,-2,-2,-2,-2,1,NA
Helmed Horror,MM,183,0,construct,4,M,20,60,8d8 + 24,8,14,18,13,16,10,10,10,0,1,0,30,30,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,mw,6,8,1d8 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,NA
Hezrou,MM,60,1,fiend,8,L,16,136,13d10 + 65,13,11,19,17,20,5,12,13,0,0,0,30,0,0,0,0,8,-3,4,3,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,15,2d10 + 4,5,NA,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,-3,3,1,-3,1,1,1,-3,4,3,1,1,-3,-3,1,3,NA
Hill Giant,MM,155,1,giant,5,H,13,105,10d12 + 40,10,12,21,8,19,5,9,6,0,0,0,40,0,0,0,0,4,-3,-1,-1,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,18,3d8 + 5,10,NA,rw,8,21,3d10 + 5,NA,60,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,-1,-1,-3,-2,-1,-2,-3,5,-1,-1,-2,-3,-3,-2,-1,NA
Hippogriff,MM,184,1,monstrosity,1,L,11,19,3d10 + 3,3,15,17,13,13,2,12,8,0,1,0,40,60,0,0,0,1,-4,1,1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,8,1d10 + 3,5,NA,mw,5,10,2d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,1,1,-4,-1,1,-1,-4,3,1,1,-1,-4,-4,-1,1,NA
Hobgoblin,MM,186,1,humanoid,0.5,M,18,11,2d8 + 2,2,10,13,12,12,10,10,9,0,0,0,30,0,0,0,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,3,5,1d8 + 1,5,NA,rw,3,5,1d8 + 1,NA,150,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,1,1,0,-1,0,0,-1,1,NA
Hobgoblin Captain,MM,186,0,humanoid,3,M,17,39,6d8 + 12,6,10,15,14,14,12,10,13,0,0,0,30,0,0,0,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,9,2d6 + 2,5,NA,"mw,rw",4,5,1d6 + 2,5,30,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,1,1,2,2,0,1,1,1,1,2,NA
Hobgoblin Warlord,MM,187,0,humanoid,6,M,20,97,13d8 + 39,13,10,16,14,16,14,11,15,0,0,0,30,0,0,0,0,3,5,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,9,7,1d8 + 3,5,NA,mw,9,5,1d4 + 3,5,NA,"mw,rw",9,6,1d6 + 3,5,30,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,0,2,2,3,2,0,2,2,2,2,2,NA
Homunculus,MM,188,1,construct,0,T,13,5,2d4,2,10,4,15,11,10,10,7,0,1,0,20,40,0,0,0,0,0,0,2,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,1,1d1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,-2,0,-2,0,-3,2,0,-2,0,0,-2,2,NA
Hook Horror,MM,189,0,monstrosity,3,L,15,75,10d10 + 20,10,13,18,10,15,6,12,7,0,0,0,30,0,0,30,0,2,-2,1,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,11,2d6 + 4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,3,-2,0,1,-2,-2,1,-2,-2,4,0,1,-2,-2,-2,-2,0,NA
Horned Devil,MM,74,1,fiend,11,L,18,178,17d10 + 85,17,13,22,17,21,12,16,17,0,1,0,20,60,0,0,0,5,1,7,7,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,10,15,2d8 + 6,10,NA,mw,10,10,1d8 + 6,10,NA,rs,7,14,4d6,NA,150,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,3,1,3,3,3,1,6,3,3,3,1,1,3,3,NA
Hunter Shark,MM,330,1,beast,2,L,12,45,6d10 + 12,6,12,18,13,15,1,10,4,0,0,0,0,0,40,0,0,2,-5,0,1,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,mw,6,13,2d8 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,2,-5,1,0,-5,-3,0,-3,-5,4,1,0,-3,-5,-5,-3,1,NA
Hydra,MM,190,1,monstrosity,8,H,15,172,15d12 + 75,15,16,20,12,20,2,10,7,0,0,0,30,0,30,0,0,5,-4,0,1,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,10,1d10 + 5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,6,-4,1,0,-4,-2,0,-2,-4,5,1,0,-2,-4,-4,-2,1,NA
Hyena,MM,331,1,beast,0,M,11,5,1d8 + 1,1,13,11,13,12,2,12,5,0,0,0,50,0,0,0,0,1,-4,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,2,3,1d6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,1,1,-4,-3,1,-3,-4,0,1,1,-3,-4,-4,-3,1,NA
Ice Devil,MM,75,1,fiend,14,L,18,180,19d10 + 76,19,12,21,14,18,18,15,18,0,0,0,40,0,0,0,0,9,4,7,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,10,12,2d6 + 5,5,NA,mw,10,10,2d4 + 5,5,NA,mw,10,12,2d6 + 5,10,NA,0,0,0,0,0,0,0,1,0,1,0,0,2,4,2,2,4,4,2,4,4,5,2,2,4,4,4,4,2,NA
Ice Mephit,MM,215,1,elemental,0.5,S,11,21,6d6,6,12,7,13,10,9,11,12,0,1,0,30,30,0,0,0,0,-1,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,3,3,1d4 + 1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,-1,3,0,-1,1,0,1,-1,-2,1,0,1,-1,-1,1,1,NA
Imp,MM,76,1,fiend,1,T,13,10,3d4 + 3,3,11,6,17,13,11,12,14,0,1,0,20,40,0,0,0,1,0,1,3,2,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,5,1d4 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,0,4,3,4,0,-2,3,1,2,0,0,2,3,NA
Incubus,MM,285,1,fiend,4,M,15,66,12d8 + 12,12,15,8,17,13,15,12,20,0,1,0,30,60,0,0,0,1,2,1,3,5,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,6,1d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,5,2,7,1,2,9,5,9,2,-1,3,1,5,2,2,5,3,NA
Intellect Devourer,MM,191,0,aberration,2,T,12,21,6d4 + 6,6,12,6,14,13,12,11,10,0,0,0,40,0,0,0,0,1,1,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,7,2d4 + 2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,0,1,0,0,0,1,-2,2,0,0,1,1,0,2,NA
Invisible Stalker,MM,192,1,elemental,6,M,14,104,16d8 + 32,16,18,16,19,14,10,15,11,1,1,0,50,50,0,0,0,2,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,10,2d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,8,0,10,2,0,0,2,0,0,3,4,2,0,0,0,0,4,NA
Iron Golem,MM,170,1,construct,16,L,20,210,20d10 + 100,20,10,24,9,20,3,11,1,0,0,0,30,0,0,0,0,5,-4,0,-1,-5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,13,20,3d8 + 7,5,NA,mw,13,23,3d10 + 7,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-1,0,-4,-5,0,-5,-4,7,-1,0,-5,-4,-4,-5,-1,NA
Jackal,MM,331,1,beast,0,S,12,3,1d6,1,13,8,15,11,3,12,6,0,0,0,40,0,0,0,0,0,-4,1,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,1,1,1d4 - 1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,2,1,-4,-2,1,-2,-4,-1,2,1,-2,-4,-4,-2,2,NA
Jackalwere,MM,193,0,humanoid,0.5,M,12,18,4d8,4,12,11,15,11,13,11,10,0,0,0,40,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,4,1d4 + 2,5,NA,mw,4,5,1d6 + 2,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,0,0,4,1,0,2,0,0,1,1,0,2,NA
Kenku,MM,194,0,humanoid,0.25,M,13,13,3d8,3,12,10,16,10,11,10,10,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,6,1d6 + 3,5,NA,rw,5,6,1d6 + 3,NA,80,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,4,0,0,3,0,0,0,0,0,3,NA
